node_name,execution_time,node_started_at,node_finished_at,node_status,dbt_pid,thread_name
adenosine_durations,0.3495924472808838,2022-08-20T08:52:34.768210,2022-08-20T08:52:35.125889,success,93662,Thread-2
basic_patient_info,0.36612415313720703,2022-08-20T08:52:34.769842,2022-08-20T08:52:35.148302,success,93662,Thread-7
auroc,0.7094078063964844,2022-08-20T08:52:34.769606,2022-08-20T08:52:35.491684,success,93662,Thread-6
arterial_line_durations,0.7271530628204346,2022-08-20T08:52:34.769032,2022-08-20T08:52:35.524841,success,93662,Thread-5
central_line_durations,0.7557196617126465,2022-08-20T08:52:34.771502,2022-08-20T08:52:35.580397,success,93662,Thread-10
colloid_bolus,0.7650105953216553,2022-08-20T08:52:34.772503,2022-08-20T08:52:35.577991,success,93662,Thread-12
code_status,0.7991695404052734,2022-08-20T08:52:34.771918,2022-08-20T08:52:35.608382,success,93662,Thread-11
crrt_durations,0.5745339393615723,2022-08-20T08:52:35.126712,2022-08-20T08:52:35.771055,success,93662,Thread-2
blood_gas_first_day,0.9878983497619629,2022-08-20T08:52:34.770118,2022-08-20T08:52:35.815658,success,93662,Thread-8
age_histogram,1.0377445220947266,2022-08-20T08:52:34.768397,2022-08-20T08:52:35.841553,success,93662,Thread-3
bun,1.0392475128173828,2022-08-20T08:52:34.771239,2022-08-20T08:52:35.867020,success,93662,Thread-9
echo_data,0.4199192523956299,2022-08-20T08:52:35.624655,2022-08-20T08:52:36.115640,success,93662,Thread-11
explicit,0.9389991760253906,2022-08-20T08:52:36.116444,2022-08-20T08:52:37.058893,success,93662,Thread-11
ffp_transfusion,0.5898149013519287,2022-08-20T08:52:37.059709,2022-08-20T08:52:37.659494,success,93662,Thread-11
dobutamine_dose,2.3658416271209717,2022-08-20T08:52:35.521789,2022-08-20T08:52:37.923979,success,93662,Thread-6
dobutamine_durations,2.713298797607422,2022-08-20T08:52:35.540801,2022-08-20T08:52:38.267653,success,93662,Thread-5
crystalloid_bolus,3.1135241985321045,2022-08-20T08:52:35.149005,2022-08-20T08:52:38.268679,success,93662,Thread-7
gcs,0.7802243232727051,2022-08-20T08:52:37.660327,2022-08-20T08:52:38.445399,success,93662,Thread-11
gcs_first_day,0.5139753818511963,2022-08-20T08:52:37.924817,2022-08-20T08:52:38.450293,success,93662,Thread-6
epinephrine_durations,2.5677273273468018,2022-08-20T08:52:35.869915,2022-08-20T08:52:38.452094,success,93662,Thread-9
height,0.23323869705200195,2022-08-20T08:52:38.452804,2022-08-20T08:52:38.696759,success,93662,Thread-6
icd9count,0.22089862823486328,2022-08-20T08:52:38.702384,2022-08-20T08:52:38.926367,success,93662,Thread-6
glucose,0.7008299827575684,2022-08-20T08:52:38.270103,2022-08-20T08:52:39.011549,success,93662,Thread-5
heart_rate,0.7397522926330566,2022-08-20T08:52:38.447650,2022-08-20T08:52:39.766848,success,93662,Thread-11
icd9agelimited,0.9996862411499023,2022-08-20T08:52:38.466624,2022-08-20T08:52:39.767712,success,93662,Thread-9
elixhauser_ahrq_v37_no_drg,3.6207282543182373,2022-08-20T08:52:35.854728,2022-08-20T08:52:39.774960,success,93662,Thread-8
hco,0.9161226749420166,2022-08-20T08:52:38.270596,2022-08-20T08:52:39.763691,success,93662,Thread-7
icd9vagehistogram,0.6621532440185547,2022-08-20T08:52:38.927131,2022-08-20T08:52:39.776036,success,93662,Thread-6
icustay_days,0.22558307647705078,2022-08-20T08:52:39.779546,2022-08-20T08:52:40.015433,error,93662,Thread-9
icd9vicd9agelimited,1.0372357368469238,2022-08-20T08:52:39.012280,2022-08-20T08:52:40.053774,success,93662,Thread-5
isuprel_durations,0.37232470512390137,2022-08-20T08:52:39.782092,2022-08-20T08:52:40.163984,success,93662,Thread-6
icd9vicd9count,0.5093567371368408,2022-08-20T08:52:39.776834,2022-08-20T08:52:40.297839,success,93662,Thread-11
icustay_times,0.6540470123291016,2022-08-20T08:52:39.781530,2022-08-20T08:52:40.450572,success,93662,Thread-7
min_surviving_bp,0.7160067558288574,2022-08-20T08:52:40.451299,2022-08-20T08:52:41.170096,success,93662,Thread-7
dopamine_dose,5.9941630363464355,2022-08-20T08:52:35.581131,2022-08-20T08:52:41.593384,success,93662,Thread-10
kdigo_creatinine,2.1131553649902344,2022-08-20T08:52:40.016130,2022-08-20T08:52:42.132453,success,93662,Thread-9
dopamine_durations,6.5945985317230225,2022-08-20T08:52:35.583162,2022-08-20T08:52:42.212926,success,93662,Thread-12
number_of_patients,0.15133142471313477,2022-08-20T08:52:42.213804,2022-08-20T08:52:42.368313,success,93662,Thread-12
mortality,1.2312288284301758,2022-08-20T08:52:41.170848,2022-08-20T08:52:42.405425,success,93662,Thread-7
icustay_detail,2.8217263221740723,2022-08-20T08:52:39.780371,2022-08-20T08:52:42.608147,success,93662,Thread-8
milrinone_durations,2.582007646560669,2022-08-20T08:52:40.298599,2022-08-20T08:52:42.883424,success,93662,Thread-11
elixhauser_ahrq_v37,7.153663396835327,2022-08-20T08:52:35.784560,2022-08-20T08:52:42.942267,success,93662,Thread-2
pivoted_bg,0.495189905166626,2022-08-20T08:52:42.608991,2022-08-20T08:52:43.127038,success,93662,Thread-8
pivoted_fio2,0.2694542407989502,2022-08-20T08:52:42.884203,2022-08-20T08:52:43.156614,success,93662,Thread-11
pivoted_gcs,0.23682475090026855,2022-08-20T08:52:42.943767,2022-08-20T08:52:43.198118,success,93662,Thread-2
pivoted_height,0.309772253036499,2022-08-20T08:52:43.132267,2022-08-20T08:52:43.445125,success,93662,Thread-8
pivoted_icp,0.29686832427978516,2022-08-20T08:52:43.157437,2022-08-20T08:52:43.498229,success,93662,Thread-11
neuroblock_dose,2.1109819412231445,2022-08-20T08:52:41.594246,2022-08-20T08:52:43.711861,success,93662,Thread-10
pivoted_sofa,0.11634492874145508,2022-08-20T08:52:43.712770,2022-08-20T08:52:43.831786,error,93662,Thread-10
pivoted_invasive_lines,0.8136026859283447,2022-08-20T08:52:43.199052,2022-08-20T08:52:44.022702,success,93662,Thread-2
pivoted_lab,0.5767168998718262,2022-08-20T08:52:43.445922,2022-08-20T08:52:44.033619,success,93662,Thread-8
martin,3.9809181690216064,2022-08-20T08:52:40.165076,2022-08-20T08:52:44.159329,success,93662,Thread-6
pivoted_vital,0.2339000701904297,2022-08-20T08:52:44.025200,2022-08-20T08:52:44.263485,success,93662,Thread-2
labs_first_day,4.389149904251099,2022-08-20T08:52:40.054605,2022-08-20T08:52:44.994034,success,93662,Thread-5
pivoted_rrt,0.9485869407653809,2022-08-20T08:52:43.499136,2022-08-20T08:52:44.995162,success,93662,Thread-11
potassium,0.8972735404968262,2022-08-20T08:52:44.046474,2022-08-20T08:52:44.996095,success,93662,Thread-8
rr,0.9928853511810303,2022-08-20T08:52:44.266508,2022-08-20T08:52:45.278247,success,93662,Thread-2
sodium,0.6093006134033203,2022-08-20T08:52:44.998090,2022-08-20T08:52:45.613006,success,93662,Thread-8
sbp,0.9635536670684814,2022-08-20T08:52:44.997505,2022-08-20T08:52:45.965514,success,93662,Thread-11
temp,0.7048871517181396,2022-08-20T08:52:45.278942,2022-08-20T08:52:45.992636,success,93662,Thread-2
